country,description,employees,funding_stage,hq_address,linkedin_company,name_startup,operation_area,other_office,total_raised,verts_link,website_url,year_founded
United States,"VR Meetings for Architecture, Engineering, and Construction",1-10,Seed,"New York (HQ), NYUnited States405 W 14th St #9g","https://twitter.com/insitevr,https://www.linkedin.com/company/insitevr/,https://www.facebook.com/InsiteVR/",InsiteVR,United States,,$1.6M,"Planning & Design Tools,Plan & Build,Commercial,Residential,3D Modeling,Augmented Reality,Big Data,Browser-based application,Cloud,ConTech,Data Analytics,Internet of Things (IoT),Predictive Analytics,Robotics,SaaS,Sensors,Smart Building,Virtual Reality,VR/AR",https://www.insitevr.com/,2014
Netherlands,The most advanced engagement platform for professionals in offices,1-10,A,"Weesperplein 4, 3rd Floor, Amsterdam, North Holland 1018, NL","https://twitter.com/getofficeapp,https://www.linkedin.com/company/office-app/",Office App,Global,,€4.3M,"Tenant Experience,Manage & Operate,Commercial,Big Data,Mobile App,Property Mangement",https://getofficeapp.com/,2014
United States,"Trimble develops positioning technology solutions for surveying, construction, agriculture, public safety and mapping purposes.",5001-10000,Public,"Sunnyvale (HQ), CAUnited States935 Stewart Dr","https://twitter.com/TrimbleCorpNews,https://www.linkedin.com/company/trimble/,https://www.facebook.com/TrimbleCorporate",Trimble,Australia,"London,United Kingdom55-56 Lincoln's Inn Fields",$19.2M,"Plan & Build,On-Site Execution,Residential,3D Modeling,Big Data,Business Intelligence,ConTech,Data Analytics,Drones,Location Analytics,Mapping,Materials Sciences,Robotics,SaaS,Sensors,Work Flow Management",https://www.trimble.com/,1978
United States,Changing construction via automation & 3D printing,51-100,A,"Redwood City, CAUnited States599 Seaport Blvd","https://www.linkedin.com/company/mightybuildings/,https://www.facebook.com/mightybuildings/",Mighty Buildings,Russia,"San Francisco, CAUnited States325 9th St, San Francisco",$26M,"Plan & Build,Green Building,Advanced Building Methods,Residential,3D Modeling,3D Printing,Artificial Intelligence,Big Data,CAD,ConTech,Data Analytics,Internet of Things (IoT),Robotics,Sensors,Smart Building,Work Flow Management",https://www.mightybuildings.com/,2017
United States,Construction Project Management for Trade Contractors,51-100,B,"San Diego (HQ), CAUnited States6048 Cornerstone Ct W","https://twitter.com/esubinc,https://www.linkedin.com/company/esub-inc-/,https://www.facebook.com/eSUBinc/",eSUB,Global,,$20M,"Plan & Build,Management & Collaboration Tools,Commercial,Residential,3D Modeling,Automated Valuation,Big Data,Business Intelligence,CAD,Cloud,ConTech,Data Analytics,Mapping,Mobile App,SaaS,Work Flow Management",https://esub.com/,2008
United Kingdom,Hexagon is a global provider of information technologies that drive productivity and quality.,10000+,Public,"Stockholm (HQ),SwedenLILLA BANTORGET 15","https://twitter.com/HexagonAB,https://www.linkedin.com/company/hexagon-ab/,https://www.facebook.com/HexagonAB",HEXAGON,Europe,"Stockholm,Sweden15 Lilla Banvägen",,"Plan & Build,On-Site Execution,Commercial,Residential,3D Modeling,Artificial Intelligence,Automated Valuation,Big Data,CAD,ConTech,Data Analytics,Drones,Internet of Things (IoT),Location Analytics,Machine Learning,Mapping,Materials Sciences,SaaS,Sensors,Work Flow Management",https://hexagon.com/,1992
Netherlands,SmartSkin for buildings: turning facades into a living membranes with energy and data generating windows,1-10,Pre-Seed,"Van Mourik Broekmanweg 4, 2628 XE","https://twitter.com/physee_tech,https://www.linkedin.com/company/powerwindow/,https://www.facebook.com/physeegroup/",Physee,Europe,,€4.2M,"Plan & Build,Green Building,Commercial,Residential,Artificial Intelligence,Business Intelligence,ConTech,Data Analytics,EnergyTech,Internet of Things (IoT),Machine Learning,Sensors,Smart Building,Smart Home",https://www.physee.eu/,2014
Israel,CRIATERRA develops Advanced Earth Technologies and fabricates deeply sustainable products,1-10,Seed,"HaMashbir Street 14, Holon, Israel",https://www.facebook.com/criaterra,Criaterra,Global,,$0.025m,"Plan & Build,Green Building,eco-friendly",https://www.criaterra.com/,2015
Israel,We are developing and producing sustainable raw materials based on natural organic resources,1-10,Seed,"Yigal Alon 94, Tel Aviv, Israel","https://www.linkedin.com/company/kenaf-ventures/,https://www.facebook.com/Kenaf-Ventures-428362984619024/",Kenaf,Global,,$250K,"Plan & Build,Green Building,eco-friendly",https://www.kenafventures.com/,2012
Israel,Developing the Tools Of Tomorrow to Optimize Construction Projects of Today.,1-10,NA,"134 Menachem Begin Rd., 34th Floor, Tel Aviv, Israel","https://www.linkedin.com/company/para-group/,https://www.facebook.com/ParaGroupIsrael/",ParaGroup,Global,,,"Planning & Design Tools,Plan & Build,Green Building,Commercial,Industrial,Residential,Artificial Intelligence,Automated Valuation,BIM,CAD,Machine Learning,Modular Building,SaaS",https://www.paragroup.org/,2018
Germany,Visual Mapping and Positioning Platform,1-10,Seed,"Winterfeldtstraße 21Hub:raum10781 Berlin, Germany","https://twitter.com/VisualixGmbH,https://www.linkedin.com/company/visualix/",Visualix,Global,,,"Manage & Operate,Indoor Navigation,Commercial,Residential,Retail,3D Modeling,Artificial Intelligence,Augmented Reality,Computer Vision,Location Analytics,Machine Learning",https://www.visualix.com/,2017
Israel,"LCG® (light control glass) technology developed by Gauzy allows glass to change from transparent to varying degrees of opaque on demand for privacy, custom shading, solar control, and transparent displays in the spaces where you spend your time most.",51-100,B,"HaThiya 14, Tel Aviv-Yafo, Israel","https://twitter.com/gauzyltd?lang=en,https://www.linkedin.com/company/gauzyltd/,https://www.facebook.com/GauzyLTD/",Gauzy,Africa,"840 Collin Creek Mall, Plano, Texas, USA",$14M,"Plan & Build,Green Building,ConTech,Materials Sciences,Nanotech",https://www.gauzy.com/,2009
United States,Property managers use PayLease to improve their business’ operational efficiencies and boost net operating income.,251-500,Acquired,"9330 Scranton RdSan Diego, California, US","https://twitter.com/PayLease,https://www.linkedin.com/company/paylease-llc/,https://www.facebook.com/PayLease",PayLease,Global,,,"Property Management,Manage & Operate,Commercial,Residential,FinTech,Mobile App,Property Management",https://www.paylease.com,2003
United States,The field management platform construction pros count on to easily manage the jobsite.,51-100,C+,"San Francisco, US (HQ)459 Geary St #500, San Francisco","https://twitter.com/FieldwireHQ,https://www.linkedin.com/company/fieldwirelabs/,https://www.facebook.com/fieldwire/",Field Wire,United States,,$41.2M,"Plan & Build,Management & Collaboration Tools,Commercial,Big Data,Business Intelligence,ConTech,Data Analytics,Mobile App,SaaS,Work Flow Management",https://www.fieldwire.com/,2013
Switzerland,The Swiss company Locatee focuses on the development of the same-named smart building platform for workspace optimisation.,1-10,Seed,"Albisriederstrasse 243a, Zürich, Zürich 8047, CH","https://twitter.com/locateech,https://www.linkedin.com/company/5396607,https://www.facebook.com/locateeCH",Locatee,Global,,,"Operational Data & Analytics,Manage & Operate,Commercial,Chatbot,Data Analytics,Property Mangement,SaaS",https://www.locatee.ch/en/,2013
France,Collaborative construction project management platform for delivering construction projects on time and on budget.,1-10,Seed,"Paris, Ile-de-France, France","https://twitter.com/BulldozAIR,https://www.linkedin.com/company/bulldozair/,https://www.facebook.com/BulldozAIRcompany",BulldozAIR,Europe,,$1.2M,"Plan & Build,Management & Collaboration Tools,Commercial,Retail,Automated Valuation,Big Data,Business Intelligence,ConTech,Data Analytics,EnergyTech,Internet of Things (IoT),Mobile App,Project management,SaaS,Smart City,Work Flow Management",https://www.bulldozair.com/,2012
Belgium,LetsBuild constitutes the merger between GenieBelt and APROPLAN to offer the end-to-end digital platform for the construction phase.,101-250,Merged,"København, DK (HQ)2B Vesterbrogade","https://twitter.com/letsbuildcom?lang=en,https://www.linkedin.com/company/letsbuild/,https://www.facebook.com/letsbuildcom",LetsBuild,Europe,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",€5M + $3.4M,"Plan & Build,Management & Collaboration Tools,Commercial,Residential,Browser-based application,Cloud,ConTech,Mobile App,Project management,Property Mangement,SaaS,Work Flow Management",https://www.letsbuild.com/,2019
United States,"Project Email & File Management Software for Architects, Engineers, Contractors, & Owners",251-500,Acquired,"Manchester, US (HQ)1750 Elm St","https://www.linkedin.com/company/newforma/,https://www.facebook.com/NewformaInc/",Newforma,Australia,"Chatswood, AULevel 20, Tower A/821 Pacific Hwy",$25.1M,"Plan & Build,Management & Collaboration Tools,Residential,Browser-based application,Business Intelligence,Cloud,ConTech,Data Analytics,Internet of Things (IoT),Mobile App,Property Mangement,SaaS,Work Flow Management",https://www.newforma.com/,2003
Chile,Web and mobile platform for managing engineering and construction projects,1-10,Seed,"Santiago, Region Metropolitana, Chile","https://twitter.com/ipsumapp,https://www.linkedin.com/company/ipsumapp/,https://www.facebook.com/ipsumapp",Ipsum,South America,,$1.1M,"Plan & Build,Management & Collaboration Tools,Commercial,ConTech,Data Analytics,Project management,SaaS,Work Flow Management",https://www.ipsumapp.co/en,2015
United States,Enterprise-grade visual intelligence for site management and analytics.,51-100,C+,"San Francisco, US (HQ)474 Bryant St, San Francisco","https://twitter.com/DroneDeploy,https://www.linkedin.com/company/dronedeploy/,https://www.facebook.com/Dronedeploy",DroneDeploy,Global,,$56M,"Plan & Build,On-Site Execution,Commercial,Residential,3D Modeling,Cloud,ConTech,Data Analytics,Image Processing,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,Robotics,SaaS,Sensors,Work Flow Management",https://www.dronedeploy.com/,2013
Germany,Leading CDE provider to enable digital Collaboration & Information Management in construction & engineering projects,51-100,Pre-Seed,"Munich, Bayern, Germany","https://twitter.com/thinkproject_es,https://www.linkedin.com/company/thinkproject-cross-enterprise-collaboration/",Think Project,Germany,,,"Plan & Build,Management & Collaboration Tools,Residential,Automated Valuation,Big Data,BIM,Business Intelligence,Cloud,ConTech,Data Analytics,Internet of Things (IoT),Mobile App,Project management,SaaS,Work Flow Management",https://group.thinkproject.com/en/,2000
Netherlands,Platform for environmental analysis.,1-10,Bootstrapped,"Utrecht, Utrecht, The Netherlands",,Perfect Place,Europe,,,"Property Management,Manage & Operate,Commercial,Residential,Big Data,Business Intelligence,Data Analytics,eco-friendly,EnergyTech,Mobile App,Property Mangement,Smart Building,Smart City",https://perfectplace.nl/,2019
United States,"SkySlope streamlines the transaction process, enabling smart brokers to focus on what matters most—growing their business.",101-250,Acquired,"Sacramento, California, United States","https://twitter.com/skyslope,https://www.linkedin.com/company/skyslope/,https://www.facebook.com/SkySlope",Skyslope,United States,,,"Transaction Management,Buy Sell & Rent,Residential,Business Intelligence,Data Analytics,Mobile App,SaaS",https://skyslope.com/,2011
United States,"Real estate platform to simplify the business of real estate w/: CRM, websites, lead gen, transaction management & more!",101-250,Acquired,"321 Summer St, Boston, Massachusetts US","https://twitter.com/propertybase,https://www.linkedin.com/company/propertybase/,https://www.facebook.com/PropertybaseCRM",Propertybase,Global,,,"Buy Sell & Rent,Agent Tools & Services,Residential,Cloud,CRM,IDX Websites,Lead Management,SaaS,Transaction Management,Work Flow Management",https://www.propertybase.com,2010
Sweden,"Leading IoT networking platform for Smart Buildings Yanzi Networks has developed an open, fast, robust and evolutionary software and networking platform for IoT. Yanzi collaborates with the industry’s largest vendors in order to deliver value to the real estate owners and facility management companies who whish to enter the world of Smart Buildings. Yanzi Networks […]",1-10,Acquired,"Färögatan 33, 25 tr, Kista, Stockholm 164 51, SE","https://twitter.com/yanzinetworks,https://www.linkedin.com/company/yanzi-networks/,https://www.facebook.com/Yanzinetworks/",Yanzi,Global,,SEK500M,"Smart Building,Plan & Build,Commercial,Internet of Things (IoT),Property Mangement,SaaS,Smart Building",https://www.yanzinetworks.com/,2009
Canada,Make everything about the contract to be online,1-10,Acquired,"Suite 200 - 322 Water Street, Vancouver, BC V6B 1B6, CA","https://twitter.com/contractually,https://www.linkedin.com/company/contractually/about/",Contractually,Canada,,CA$50K,"Buy Sell & Rent,Agent Tools & Services,Residential,Browser-based application,CRM,Work Flow Management",http://www.contractual.ly/,2010
Netherlands,Vecos is market leader and trendsetter in the world of electronic locker management,1-10,NA,"Esp 237, Eindhoven, Noord-Brabant 5633 AD , NL","https://www.linkedin.com/company/vecos-global/,https://www.facebook.com/vecos.global",Vecos,Global,,,"Smart Building,Plan & Build,Commercial,Access Control,Internet of Things (IoT),Mobile App,Sensors,Smart Building",https://www.vecos.com/en/,1986
Israel,arcadia augmented reality improves construction site productivity with machine vision & AI,1-10,Seed,"6 HaNehoshet St.Tel Aviv, Israel 6971070","https://twitter.com/AR_Cadia,https://www.linkedin.com/company/ar-cadia/",AR Cadia,United States,"550 California Ave, Palo Alto, CA 94306, USA",$540K,"Planning & Design Tools,Plan & Build,Commercial,Hospitality,Residential,Retail,Artificial Intelligence,Augmented Reality,Computer Vision,Mobile App",https://www.arcadia.ai/,2016
United Kingdom,Hassle-free hosting.,101-250,A,"338 Goswell Road, London, England GB","https://twitter.com/airsorted,https://www.linkedin.com/company/airsorted/,https://www.facebook.com/airsorted/",Airsorted,Global,,£10.6M,"Property Management,Manage & Operate,Hospitality,Property Management",https://www.airsorted.uk/,2015
Switzerland,Equippo: The Easiest Way to Buy & Sell Used Equipment,1-10,A,"Zug, Zug, Switzerland","https://twitter.com/equippo?prefetchTimestamp=1569930180324,https://www.linkedin.com/company/equippo-com/,https://www.facebook.com/Equippo",Equippo,Europe,,,"Plan & Build,Construction Marketplaces,Commercial,Residential,Browser-based application,Chatbot,ConTech,Internet of Things (IoT),Marketplace,Mobile App,Work Flow Management",https://www.equippo.com/en,2014
United States,"Airware develops commercial drone solutions, enabling enterprises to take full advantage of aerial data.",51-100,Merged,"San Francisco, California, United States","https://twitter.com/Airware,https://www.linkedin.com/company/airware/,https://www.facebook.com/AirwareUAS/",Airware,United States,,$118M,"Plan & Build,On-Site Execution,Commercial,Residential,3D Modeling,Big Data,Business Intelligence,ConTech,Data Analytics,Drones,Mobile App,Robotics,SaaS,Sensors,Work Flow Management",https://www.airware.com/,2011
France,Drone solutions for aerial data collection and analytics providing valuable business insights to various industries,101-250,A,"Toulouse, Midi-Pyrenees, France","https://twitter.com/DelairTech,https://www.linkedin.com/company/delair-tech/,https://www.facebook.com/DelairTech/",Delair,Europe,Singapore,$14.5M,"Plan & Build,On-Site Execution,Commercial,Residential,Automated Valuation,Big Data,Business Intelligence,ConTech,Data Analytics,Drones,Internet of Things (IoT),Location Analytics,Mapping,Materials Sciences,Mobile App,Project management,Robotics,SaaS,Sensors,Work Flow Management",https://delair.aero/,2011
United States,"BUILDING PRECISION empower construction teams to build better through precision planning, coordination and analysis",1-10,Seed,"Berkeley, California, United States",https://www.linkedin.com/company/vernox/,Vernox Labs,United States,,$120K,"Plan & Build,Management & Collaboration Tools,Commercial,Residential,Big Data,ConTech,Data Analytics,Materials Sciences,Work Flow Management",https://www.vernox.io/,2014
France,"GRAITEC delivers cutting edge technology and BIM implementation to AEC, Manufacturing and Infrastructure industries worldwide.",501-1000,C+,"Bièvres, FR (HQ)12 Burospace","https://twitter.com/Graitec_Group,https://www.linkedin.com/company/graitec/,https://www.facebook.com/GraitecGroup",Graitec,Europe,,$8.5M,"Commercial,Residential,3D Modeling,Big Data,BIM,Business Intelligence,CAD,ConTech,Data Analytics,Image Processing,Internet of Things (IoT),Mobile App,Project management,SaaS,Sensors",https://www.graitec.com/,1986
United States,Buy professional services available in your Zip code area.,1-10,NA,,,Amazon Home Services,United States,,,"Manage & Operate,Maintenance Services,Residential,Browser-based application,Internet of Things (IoT),Location Analytics,Marketplace",https://www.amazon.com/b?ie=UTF8&node=8098158011,1899
Belgium,"Rialto is a proptech company offering an intuitive automation software as a service, designed to unchain workspace operators, from repetitive sales tasks.",1-10,Seed,"Rialto - RLTO LimitedOffice 7, 35-37 Ludgate Hill, London, England EC4M 7JN, GB","https://twitter.com/getrialto,https://www.linkedin.com/company/rial-to/,https://www.facebook.com/getrialto",RIALTO,Europe,"Rialto - RLTO BVBAFranklin Rooseveltlaan, 349/B2, Gent, 9000, BE",$45.4k,"Buy Sell & Rent,Agent Tools & Services,Commercial,Chatbot,CRM,Data Analytics,Internet of Things (IoT),Lead Management,Marketing,Propose As,SaaS",https://www.getrialto.com/,2015
United Kingdom,FalconDHQ is a universally compatible mobile and desktop app that connects staff in your company with a complete solution to help with all day to day operations within the security industry.,1-10,Seed,"90 London Road, London, England SE1 6LN, GB","https://twitter.com/FalconDHQ,https://www.linkedin.com/company/falcondhq/",Falcon DHQ,Global,,,"Manage & Operate,Maintenance Services,Commercial,GPS,Location Analytics,Mobile App,SaaS",https://www.falcondhq.com/,2015
Spain,"Spaces for your idea — Rent shops, malls and venues for your pop-up store and live marketing promotions.",1-10,Seed,"Carrer de Sardenya 22908013 Barcelona, Spain","https://twitter.com/gopopupcom,https://www.linkedin.com/company/gopopup/,https://www.facebook.com/gopopup",Go—PopUp,Global,"Berlin, Wien, Amsterdam",$1M,"Commercial Search,Buy Sell & Rent,Commercial,Retail,Big Data,Marketplace",https://www.gopopup.com/en/,2014
United Kingdom,"Dataloft Consult is a data-driven research consultancy, specialising in",1-10,NA,"The Dolphin, 33 St Thomas Street, Winchester, Hampshire SO23 9HJ, GB","https://twitter.com/dataloftuk,https://www.linkedin.com/company/dataloft-limited/",Dataloft,United Kingdom,,,"Invest & Finance,Data & Valuation,Buy Sell & Rent,Agent Tools & Services,Residential,Data Analytics,Location Analytics,Mapping,Marketing",https://www.dataloft.co.uk/,2009
United Kingdom,REalyse gives you access to the most comprehensive UK residential datasets in one platform. Reducing time wasted during the investment process.,1-10,A,"1 Sekforde Street, London, London ec1r 0b3, GB","https://twitter.com/realyse_uk?lang=en,https://www.linkedin.com/company/realyse-uk-/,https://www.facebook.com/REalyseUK/",REalyse,United Kingdom,,£3.5M,"Invest & Finance,Data & Valuation,Residential,Big Data,Chatbot,Data Analytics,Property Mangement,SaaS",https://www.realyse.com/,2015
United Kingdom,Online Property Management Tools – Locale takes the pain out of managing your building and estates by equipping you with a suite of innovative and intelligent property management tools,1-10,NA,"9 Alfred Street, Oxford, Oxfordshire OX1 4EH, GB","https://twitter.com/LocaleLtd,https://www.linkedin.com/company/locale-limited/",Locale,United Kingdom,,,"Property Management,Manage & Operate,Commercial,Residential,Retail,Marketing,Mobile App,Property Management,SaaS",https://locale.co.uk/,200
Germany,"Simpler, smarter property repair, maintenance and management.",51-100,A,"36 Southwark Bridge Road, Notcutt House, London, England SE1 9EU, GB","https://twitter.com/plentific,https://www.linkedin.com/company/plentific-ltd/,https://www.facebook.com/plentific",Plentific,United Kingdom,"Lobeckstraße 36-40, Berlin, Germany 10969, DE",$9M,"Property Management,Manage & Operate,Maintenance Services,Residential,FinTech,Mobile App,Property Management,SaaS",https://www.plentific.com/,2012
Canada,"Realvision provides real estate professionals one simple solution to get three powerful tools: beautiful HDR photos, floor plan, and 3D virtual tour.",1-10,Seed,,"https://twitter.com/realvisionvr,https://www.linkedin.com/company/realvision-inc./about/,https://www.facebook.com/get.realvision/",Real Vision,Canada,,$1.5M,"Virtual Tours,Buy Sell & Rent,Residential,3D Modeling,Big Data,Data Analytics,Image Processing,Internet of Things (IoT),Lead Management,Location Analytics,Mapping,Marketing,Mobile App,Virtual Reality,VR/AR,Work Flow Management",https://real.vision/,2013
United States,"Helping built-world industries manage their data with simple, powerful GIS",1-10,A,"1900 N Northlake Way, Seattle, WA US",https://www.linkedin.com/company/unearth-technologies-inc./,Unearth,United States,,$11.3M,"Plan & Build,Advanced Building Methods,Commercial,Residential,Chatbot,Cloud,ConTech,Digital Twin,Drones,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS,Sensors",https://unearthlabs.com/,2016
Australia,"A 3D data visualization and analytics platform helping worksites track, map, and measure their earthwork projects",51-100,A,,"https://twitter.com/PropellerAero,https://www.linkedin.com/company/propeller-aero/,https://www.facebook.com/propelleraero",Propeller Aero,"251 Riley Street, Surry Hills, NSW 2010, AU",,$14M,"Plan & Build,Advanced Building Methods,Commercial,3D Modeling,ConTech,Data Analytics,Drones,Geosptial,GPS,Mapping",https://www.propelleraero.com/,2014
Israel,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,1-10,NA,"Nehar HaYarden Street 8, Modiin, Israel","https://twitter.com/brightmerge,https://www.linkedin.com/company/brightmerge/,https://www.facebook.com/Brightmerge-267765140844306/",Brightmerge,Global,"Boston, MA, USA",$950K,"Manage & Operate,Energy Management,Commercial,Hospitality,Residential,Retail,Artificial Intelligence,Big Data,Cloud,Internet of Things (IoT),Machine Learning,SaaS",https://www.brightmerge.com/,2017
United Kingdom,The commercial property search engine,1-10,Acquired,"26th Floor, The Shard, 32 London Bridge Street, London, SE1 9SG","https://twitter.com/realla_co,https://www.linkedin.com/company/realla/,https://www.facebook.com/reallaco",Realla,United Kingdom,,£1.5M,"Commercial Search,Buy Sell & Rent,Commercial,Industrial,Retail,Business Intelligence,Data Analytics,Marketing,Marketplace,Mobile App,Web Platform",https://www.realla.co.uk/,2015
United States,RealMassive is the industry’s largest source of commercial property data that is updated in real time,1-10,A,"8501 N Mo Pac Expy, Austin, Texas US","https://twitter.com/realmassive,https://www.linkedin.com/company/realmassive/,https://www.facebook.com/RealMassive/",RealMassive,United States,,$5M,"Invest & Finance,Data & Valuation,Commercial Search,Buy Sell & Rent,Agent Tools & Services,Commercial,Big Data,Cloud,Data Analytics,Marketing,Marketplace",http://www.realmassive.com/,2013
United States,The Commercial Real Estate Exchange,1-10,A,"13900 Panay Way Marina Del Ray, CA 90292 United States","https://twitter.com/CREXinc,https://www.linkedin.com/company/commercial-real-estate-exchange-inc-/,https://www.facebook.com/CREXinc/?ref=hl",Crexi,United States,,$24M,"Commercial Search,Buy Sell & Rent,Commercial,Data Analytics,Location Analytics,Marketplace,Transaction Management,Work Flow Management",https://www.crexi.com/,2015
United States,"Connected home innovators and makers of the Smart Alert™. Monitor your smoke, carbon monoxide, and water alarms and shine a light on the places you love.",1-10,A,"Palo Alto (HQ), CAUnited StatesPalo Alto, CA, USA","https://twitter.com/leeo,https://www.linkedin.com/company/leeo/,https://www.facebook.com/leeo",Leeo,United States,,$40.6M,"Smart Building,Plan & Build,Residential,Data Analytics,Internet of Things (IoT),Sensors,Smart Building,Smart Home",https://www.leeo.com/,2013
United States,Online marketplace focused exclusively on the sale of residential bank-owned and foreclosure properties via online auctions and in-person auction events.,251-500,NA,"One MauchlyIrvine, CA 92618, US","https://twitter.com/auction,https://www.linkedin.com/company/auction/,https://www.facebook.com/Auctioncom/",Auction,United States,,,"Home Search,Buy Sell & Rent,Residential,Marketplace,Mobile App,Web Platform",https://www.auction.com,2007
Singapore,"Create 360° virtual tours in minutes with Panoroo, the world’s easiest 360° virtual tour software. Use the full-featured mobile editor to create stunning VR tours, anywhere",1-10,NA,"20 Maxwell Road #09-17, Singapore, Singapore 069113, SG","https://www.linkedin.com/company/panoroo/about/,https://www.facebook.com/Panoroo/",Panoroo,Global,,,"Virtual Tours,Buy Sell & Rent,Residential,Mobile App,SaaS,Virtual Reality,VR/AR",https://panoroo.com,2016
Germany,"Create Virtual Tours without any accessories simply using your smartphone. Viewable on any device, with additional VR support by Google Cardboard",1-10,Bootstrapped,"Stuttgart, Baden-Wurttemberg, Germany","https://twitter.com/lookaroundvr,https://www.linkedin.com/company/lookaround-virtual-tours/about/,https://www.facebook.com/lookaroundvr/",LookAround,Europe,,,"Virtual Tours,Buy Sell & Rent,Residential,Retail,Augmented Reality,Big Data,Browser-based application,Data Analytics,Image Processing,Mobile App,SaaS,Virtual Reality,VR/AR",https://getlookaround.com/,2016
United Kingdom,Our energy management platform provides resource and energy intelligence for organisations to make data-driven decisions in their energy management programs.,1-10,NA,"5 Carisbrooke Court, Anderson Road, Cambridge, CB24 4UQ, GB","https://twitter.com/eSightEnergy,https://www.linkedin.com/company-beta/709941,https://www.facebook.com/eSightenergy",eSight Energy,Global,"1931 N. Meacham Road, Suite 345, Schaumburg, IL 60173, US",,"Manage & Operate,Energy Management,Commercial,Hospitality,Industrial,Residential,Retail,Data Analytics,EnergyTech,Mobile App,SaaS,Smart Building",https://www.esightenergy.com/,2008
United States,Since 1982 EnergyCAP has helped organizations find & document $5+ billion in energy savings across 35+ million utility bills. We can help your organization too.,51-100,NA,"2026 Sandy Drive, State College, PA 16803, US","https://twitter.com/energycap,https://www.linkedin.com/company/energycap-inc./,https://www.facebook.com/EnergyCAP",EnergyCAP,United States,,,"Manage & Operate,Energy Management,Commercial,Data Analytics,eco-friendly,EnergyTech,SaaS,Work Flow Management",https://www.energycap.com/,1982
Spain,Energy Data Analytics Made Easy,1-10,Grant,"Napols 189, Baixos D, Barcelona, Barcelona 08013, ES","https://twitter.com/dexma,https://www.linkedin.com/company/dexma-tech/,https://www.facebook.com/DEXMAtech/",DEXMA,Global,,€3.1M,"Manage & Operate,Energy Management,Commercial,Industrial,Data Analytics,eco-friendly,EnergyTech,Property Mangement,SaaS",https://www.dexma.com/,2007
Australia,The Urbanise platform uses cloud technology and the Internet of Things (IoT) to completely reimagine service delivery to buildings and communities.,51-100,Acquired,"Level 3, 385 Little Lonsdale Street, Melbourne, Victoria 3000, AU","https://twitter.com/urbanisepulse,https://www.linkedin.com/company/urbanisepulse,https://www.facebook.com/urbanisepulse/",Urbanise,Global,,$7.5M,"Property Management,Manage & Operate,Commercial,Cloud,Internet of Things (IoT),Property Management,SaaS,Sensors",https://urbanise.com/,2014
United States,Spacious transforms available urban space into a citywide network of drop-in workspaces.,51-100,Acquired,"Manhattan, New York, New York US","https://twitter.com/spacioushq,https://www.linkedin.com/company/spacious%E2%84%A2/,https://www.facebook.com/spaciousapp/",Spacious,United States,,$9.1M,"Other Space Search,Manage & Operate,Flexible Workplace & Coworking,Buy Sell & Rent,Commercial,Chatbot,Co-Working,Smart Building",https://www.spacious.com/,2016
Canada,Revolutionizing access to private and productive workspace.,101-250,C+,"455 Broadway, New York, New York 10013, US","https://twitter.com/breather,https://www.linkedin.com/company/breather/,https://www.facebook.com/breatherinc",Breather,Global,,$122.5M,"Commercial Search,Buy Sell & Rent,Commercial,Co-Working,Marketplace,Mobile App,Space as a Service (SPaaS)",https://breather.com/,2012
Sweden,"BoKlok makes it possible for ordinary people with average incomes to own a sustainable, quality, low cost home.",101-250,NA,"Skrivaregatan 1, 4, Malmö, Skåne 215 32, SE","https://twitter.com/BoKlokSverige,https://linkedin.com/company/boklok-housing-ab/,https://www.facebook.com/BoKlokSverige",Bo Klok,Finland,,,"Prefab Building,Plan & Build,Residential,ConTech,eco-friendly,Modular Building,Pre-Fabrication",https://www.boklok.com/,1996
United States,Clutter is an on-demand storage company that’s changing the way you manage your belongings.,251-500,C+,"Culver City, CA 90232, US","https://twitter.com/clutter,https://www.linkedin.com/company/clutter/,https://www.facebook.com/clutterstorage",Clutter,United States,,$296.3M,"Other Space Search,Buy Sell & Rent,Residential,Property Mangement,Urban Mobility,Web Platform",https://www.clutter.com/,2013
United Kingdom,The UK’s leader in technology-driven modular housing manufacturing.,501-1000,Seed,"10 Bloomsbury Way, London, England WC1A 2SL, GB","https://twitter.com/tophatio,https://www.linkedin.com/company/tophatio/,https://www.facebook.com/tophathomes/",Top Hat,Europe,"Dove Valley Park, Derby, Derbyshire DE65 5BZ, GB",£75M,"Prefab Building,Plan & Build,Residential,ConTech,Data Analytics,eco-friendly,EnergyTech,Internet of Things (IoT),Materials Sciences,Modular Building,Pre-Fabrication,Sensors,Smart Building,Smart Home",https://tophat.io/,2016
Netherlands,Modern half-timbered architecture from the Westerwald,251-500,NA,"Franz-Huf-Straße, Hartenfels, Rheinland-Pfalz 56244, DE","https://twitter.com/HUFHAUS,https://www.linkedin.com/company/huf-haus-gmbh-&-co-kg/,https://www.facebook.com/hufhaus/",Huf Haus,Europe,,,"Prefab Building,Plan & Build,Residential,3D Modeling,Business Intelligence,ConTech,Data Analytics,eco-friendly,EnergyTech,Materials Sciences,Sensors,Smart Building,Smart Home",https://www.huf-haus.com/en-uk/,1912
